# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	CROSSIDS	TMP_STRUCTURE	TMP_TOKENS
#
3126	Achang_Longchuan	numb, be	1401	pi³¹	11102	i r t	p i ³¹
7984	Maru	numb, be	1401	pjan³¹	11104	i m r t	pj j jan ³¹
9707	Bola	numb, be	1401	pjaŋ⁵⁵	11104	i m r t	pj j jaŋ ⁵⁵
#
2005	Achang_Longchuan	nun (Buddhist)	188	naŋ⁵⁵xau⁵⁵	627 11112	i r t + i r t	n aŋ ⁵⁵ + x au ⁵⁵
#
9656	Bola	obstruct (cause to) / block	1350	ɣɛ̃³⁵nɔ̱̃⁵⁵	11123 11124	i r t + i r t	ɣ ɛ̃∼ ³⁵ + ˀn ɔ̃∼ ⁵⁵
#
2945	Achang_Longchuan	occur / happen	1198	thoʔ⁵⁵	11129	i r t	tʰ oʔ ⁵⁵
7802	Maru	occur / happen	1198	thuk⁵⁵	11129	i r t	th uk ⁵⁵
9509	Bola	occur / happen	1198	tøʔ³¹	11129	i r t	t øʔ ³¹
#
3327	Achang_Longchuan	offer / dedicate	1604	tuaŋ³⁵	11137	i r t	t uaŋ ³⁵
8188	Maru	offer / dedicate	1604	pjik⁵⁵	7131	i m r t	pj j jik ⁵⁵
9915	Bola	offer / dedicate	1604	pi³¹	7131	i r t	p i ³¹
#
2012	Achang_Longchuan	official (government)	197	tʂau³¹	11144	i r t	tʂ au ³¹
6898	Maru	official (government)	197	tsuk⁵⁵	11146	i r t	ts uk ⁵⁵
8534	Bola	official (government)	197	tau³¹	11144	i r t	t au ³¹
#
2212	Achang_Longchuan	oil (animal)	416	oʔ⁵⁵tɕho⁵⁵	11154 11155	i r t + i r t	ʔ oʔ ⁵⁵ + tɕʰ o ⁵⁵
7099	Maru	oil (animal)	416	tshau³¹	11155	i r t	tsh au ³¹
8742	Bola	oil (animal)	416	tshu⁵⁵	11155	i r t	tsh u ⁵⁵
12090	Old_Burmese	oil (animal)	416	chi	11155	i r t	tɕh i ²²
#
7100	Maru	oil (vegetable)	417	tshau³¹	5861	i r t	tsh au ³¹
8743	Bola	oil (vegetable)	417	xə³¹va⁵¹ʃɿ³⁵tshu⁵⁵	11165 11166 11167 5861	i r t + i r t + i r t + i r t	x ə ³¹ + v a ⁵¹ + ʃ ɿ ³⁵ + tsh u ⁵⁵
#
2724	Achang_Longchuan	old / elderly	963	muaŋ³¹	11172	i r t	m uaŋ ³¹
7594	Maru	old / elderly	963	mɔ̃³⁵	11172	i r t	m ɔ̃∼ ³⁵
9278	Bola	old / elderly	963	mɔ̃³¹	11172	i r t	m ɔ̃∼ ³¹
10090	Bola	old / elderly	963	a³¹sak³¹kɔ̱³⁵	18065 11175 11176	i r t + i r t + i r t	ʔ a ³¹ + s ak ³¹ + ˀk ɔ ³⁵
11708	Old_Burmese	old / elderly	963	uiw◦maṅḥ	18065 11172	i r t + i r t	ʔ əw ²² + m aŋ ⁵⁵
12027	Old_Burmese	old / elderly	963	uiw◦maṅḥ	18065 11172	i r t + i r t	ʔ əw ²² + m aŋ ⁵⁵
#
1989	Achang_Longchuan	old lady	170	tɕhi³¹muaŋ³¹tsɔ³¹	11188 11172 11190	i r t + i r t + i r t	tɕʰ i ³¹ + m uaŋ ³¹ + ts ɔ ³¹
6876	Maru	old lady	170	mɔ̃³⁵tsɔ³⁵	11172 11190	i r t + i r t	m ɔ̃∼ ³⁵ + ts ɔ ³⁵
8510	Bola	old lady	170	mɔ̃³¹ta³¹mi̱³⁵	11172 11190 3745	i r t + i r t + i r t	m ɔ̃∼ ³¹ + t a ³¹ + ˀm i ³⁵
#
1988	Achang_Longchuan	old man	169	phɔʔ³¹muaŋ³¹tsɔ³¹	11207 11172 11209	i r t + i r t + i r t	pʰ ɔʔ ³¹ + m uaŋ ³¹ + ts ɔ ³¹
6875	Maru	old man	169	mɔ̃³⁵tsɔ³⁵	11172 11209	i r t + i r t	m ɔ̃∼ ³⁵ + ts ɔ ³⁵
8509	Bola	old man	169	mɔ̃³¹ta³¹pha³⁵	11172 11209 11207	i r t + i r t + i r t	m ɔ̃∼ ³¹ + t a ³¹ + ph a ³⁵
#
3107	Achang_Longchuan	old, be	1382	muaŋ³¹	11226	i r t	m uaŋ ³¹
7965	Maru	old, be	1382	mɔ̃³⁵	11226	i r t	m ɔ̃∼ ³⁵
9688	Bola	old, be	1382	mɔ̃³¹	11226	i r t	m ɔ̃∼ ³¹
11971	Old_Burmese	old, be	1382	uiw	18065	i r t	ʔ əw ²²
#
2450	Achang_Longchuan	on (the table)	678	tɕaŋ⁵⁵	11235	i r t	tɕ aŋ ⁵⁵
7320	Maru	on (the table)	678	thɔʔ⁵⁵	11237	i r t	th ɔʔ ⁵⁵
8990	Bola	on (the table)	678	thaʔ⁵⁵khja⁵⁵	11237 11238	i r t + i r t	th aʔ ⁵⁵ + khj a ⁵⁵
#
2454	Achang_Longchuan	on (the wall)	682	tʂnaŋ⁵¹tɕaŋ⁵⁵	11248 11249	i m r t + i r t	tʂn n naŋ ⁵¹ + tɕ aŋ ⁵⁵
7324	Maru	on (the wall)	682	mɛ³¹	16862	i r t	m ɛ ³¹
8994	Bola	on (the wall)	682	thaʔ⁵⁵khja⁵⁵	11251 11252	i r t + i r t	th aʔ ⁵⁵ + khj a ⁵⁵
#
2982	Achang_Longchuan	on the other side (of a riv	1240	xuaŋ³¹	11256	i r t	x uaŋ ³¹
7838	Maru	on the other side (of a riv	1240	kjɔ̱³¹	11257	i m r t	ˀkj j jɔ ³¹
9546	Bola	on the other side (of a riv	1240	kja̱⁵⁵	11257	i m r t	ˀkj j ja ⁵⁵
#
7325	Maru	on top (of the roof)	683	thɔʔ⁵⁵mɛ³¹	11237 11269	i r t + i r t	th ɔʔ ⁵⁵ + m ɛ ³¹
8995	Bola	on top (of the roof)	683	tʃɛ³¹thaʔ⁵⁵	11265 11237	i r t + i r t	tʃ ɛ ³¹ + th aʔ ⁵⁵
#
2507	Achang_Longchuan	one	748	ta³¹	6250	i r t	t a ³¹
7382	Maru	one	748	ta³¹	6250	i r t	t a ³¹
9061	Bola	one	748	ta³¹	6250	i r t	t a ³¹
11709	Old_Burmese	one	748	tac	1413	i r t	t ac ⁴
#
2534	Achang_Longchuan	one hundred and one	776	tă³¹pak³⁵mɔ³⁵ta³¹	11284 11285 11286 11287	i r t + i r t + i r t + i r t	t ă ³¹ + p ak ³⁵ + m ɔ ³⁵ + t a ³¹
7410	Maru	one hundred and one	776	tă³¹jɔ³¹ta³¹	11284 11290 11293	i r t + i m r t + i r t	t ă ³¹ + ʔj j jɔ ³¹ + t a ³¹
9089	Bola	one hundred and one	776	tă³¹ja⁵⁵ta³¹	11284 11290 11291	i r t + i m r t + i r t	t ă ³¹ + ʔj j ja ⁵⁵ + t a ³¹
#
2537	Achang_Longchuan	one hundred thousand	779	tɕhe⁵⁵mun³¹	11001 11311	i r t + i r t	tɕʰ e ⁵⁵ + m un ³¹
7413	Maru	one hundred thousand	779	tă³¹tshɛ³¹van³⁵	11001 11312 11311	i r t + i r t + i r t	t ă ³¹ + tsh ɛ ³¹ + v an ³⁵
#
2614	Achang_Longchuan	oneself	855	ŋɔ⁵⁵	11319	i r t	ŋ ɔ ⁵⁵
7489	Maru	oneself	855	ja̱m³¹ saŋ³¹	8346 8302	i m r t + i r t	ʔj j jam ³¹ + s aŋ ³¹
9171	Bola	oneself	855	ja̱m⁵⁵saŋ⁵⁵	8346 8302	i m r t + i r t	ʔj j jam ⁵⁵ + s aŋ ⁵⁵
#
2193	Achang_Longchuan	onion / scallion	396	phă³¹mo³⁵	11334 11335	i r t + i r t	pʰ ă ³¹ + m o ³⁵
7080	Maru	onion / scallion	396	xau³⁵khjauŋ³⁵	11336 11337	i r t + i m r t	x au ³⁵ + khj j jauŋ ³⁵
8722	Bola	onion / scallion	396	xə̆³¹pauŋ³¹	11336 11334	i r t + i r t	x ə̆ ³¹ + p auŋ ³¹
#
2892	Achang_Longchuan	open	1147	phɔŋ³⁵	11350	i r t	pʰ ɔŋ ³⁵
7751	Maru	open	1147	phuŋ⁵⁵	11350	i r t	ph uŋ ⁵⁵
9458	Bola	open	1147	phuŋ³⁵	11350	i r t	ph uŋ ³⁵
#
3080	Achang_Longchuan	open (a door)	1351	phɔŋ³⁵	11358	i r t	pʰ ɔŋ ³⁵
7936	Maru	open (a door)	1351	phuŋ⁵⁵	11358	i r t	ph uŋ ⁵⁵
9657	Bola	open (a door)	1351	phuŋ³⁵	11358	i r t	ph uŋ ³⁵
#
2845	Achang_Longchuan	open (an umbrella)	1092	kuaŋ³¹	11366	i r t	k uaŋ ³¹
7704	Maru	open (an umbrella)	1092	thauk⁵⁵	18206	i r t	th auk ⁵⁵
9406	Bola	open (an umbrella)	1092	thauʔ⁵⁵	18206	i r t	th auʔ ⁵⁵
#
3384	Achang_Longchuan	open (the mouth)	1666	xɔ³⁵	11374	i r t	x ɔ ³⁵
8247	Maru	open (the mouth)	1666	xa³⁵	11374	i r t	x a ³⁵
9975	Bola	open (the mouth)	1666	xa³⁵	11374	i r t	x a ³⁵
#
7940	Maru	open up wasteland	1356	jɔ³¹tsəŋ³⁵	13547 11387	i m r t + i r t	ʔj j jɔ ³¹ + ts əŋ ³⁵
9661	Bola	open up wasteland	1356	ja⁵⁵kɔ̱t⁵⁵	13547 11385	i m r t + i r t	ʔj j ja ⁵⁵ + ˀk ɔt ⁵⁵
#
7810	Maru	oppose	1210	fan⁵⁵tui³¹	11399 11400	i r t + i m r t	f an ⁵⁵ + tu u ui ³¹
#
2058	Achang_Longchuan	orphan	245	tʂhau³¹tsɔ³¹	11404 11405	i r t + i r t	tʂʰ au ³¹ + ts ɔ ³¹
6947	Maru	orphan	245	tʃhuk⁵⁵ tsɔ³¹	11409 11405	i r t + i r t	tʃh uk ⁵⁵ + ts ɔ ³¹
8581	Bola	orphan	245	tʃhu³⁵ta³¹	11407 11405	i r t + i r t	tʃh u ³⁵ + t a ³¹
#
2615	Achang_Longchuan	other person(s)	856	su⁵⁵	11421	i r t	s u ⁵⁵
7490	Maru	other person(s)	856	sə̆³¹ pɛ̱⁵⁵	11421 11422	i r t + i r t	s ə̆ ³¹ + ˀp ɛ ⁵⁵
9172	Bola	other person(s)	856	sə̆⁵⁵pɛ̱³¹	11421 11422	i r t + i r t	s ə̆ ⁵⁵ + ˀp ɛ ³¹
#
2634	Achang_Longchuan	others / miscellaneous	875	su⁵⁵	11435	i r t	s u ⁵⁵
7509	Maru	others / miscellaneous	875	tă³¹xɛ̃³⁵	11437 15345	i r t + i r t	t ă ³¹ + x ɛ̃∼ ³⁵
9189	Bola	others / miscellaneous	875	kə̆³¹xɛ̃³⁵	11436 15345	i r t + i r t	k ə̆ ³¹ + x ɛ̃∼ ³⁵
#
2111	Achang_Longchuan	otter	300	sam⁵⁵	11447	i r t	s am ⁵⁵
6999	Maru	otter	300	xɛ̃ ³¹	11447	i r t	x ɛ̃∼ ³¹
8633	Bola	otter	300	xɛ̃⁵⁵	11447	i r t	x ɛ̃∼ ⁵⁵
11710	Old_Burmese	otter	300	phyam	11448	i m r t	phj j jam ²²
#
2440	Achang_Longchuan	outside	668	a³¹nɔk⁵⁵	11457 11458	i r t + i r t	ʔ a ³¹ + n ɔk ⁵⁵
7311	Maru	outside	668	və̆³¹kauŋ³⁵	11457 11460	i r t + i r t	v ə̆ ³¹ + k auŋ ³⁵
8980	Bola	outside	668	və̆³¹kauŋ³¹	11457 11460	i r t + i r t	v ə̆ ³¹ + k auŋ ³¹
11823	Old_Burmese	outside	668	praṅ	12284	i m r t	pr r raŋ ²²
#
2456	Achang_Longchuan	over / above	685	a³¹lum³¹	5331 11472	i r t + i r t	ʔ a ³¹ + l um ³¹
7327	Maru	over / above	685	thɔʔ⁵⁵mɛ³¹	11473 1154	i r t + i r t	th ɔʔ ⁵⁵ + m ɛ ³¹
8997	Bola	over / above	685	a³¹thaʔ⁵⁵	5331 11473	i r t + i r t	ʔ a ³¹ + th aʔ ⁵⁵
11833	Old_Burmese	over / above	685	thak	11473	i r t	th ak ⁴
#
3359	Achang_Longchuan	overflow / spill	1639	vet³⁵	11483	i r t	v et ³⁵
8220	Maru	overflow / spill	1639	pjaŋ⁵⁵ʃum³¹	6123 11485	i m r t + i r t	pj j jaŋ ⁵⁵ + ʃ um ³¹
9948	Bola	overflow / spill	1639	ʃɔn⁵⁵	11485	i r t	ʃ ɔn ⁵⁵
#
3471	Achang_Longchuan	overgrown (plant)	1756	tɕe³⁵	11492	i r t	tɕ e ³⁵
8339	Maru	overgrown (plant)	1756	mɔ̃³⁵	11493	i r t	m ɔ̃∼ ³⁵
10066	Bola	overgrown (plant)	1756	mɔ̃³¹	11493	i r t	m ɔ̃∼ ³¹
#
2885	Achang_Longchuan	overthrow / down with	1138	l̥əŋ⁵⁵	11500	i r t	l̥ əŋ ⁵⁵
7746	Maru	overthrow / down with	1138	pɛʔ³¹la̱ŋ³¹	16155 11500	i r t + i r t	p ɛʔ ³¹ + ˀl aŋ ³¹
9452	Bola	overthrow / down with	1138	pɛʔ³¹la̱ŋ³⁵	16155 11500	i r t + i r t	p ɛʔ ³¹ + ˀl aŋ ³⁵
#
3179	Achang_Longchuan	owe (money)	1457	ʂau⁵⁵	11514	i r t	ʂ au ⁵⁵
8038	Maru	owe (money)	1457	tɛʔ³¹	2416	i r t	t ɛʔ ³¹
9762	Bola	owe (money)	1457	tɛʔ³¹	2416	i r t	t ɛʔ ³¹
#
2120	Achang_Longchuan	owl	314	tɕuk⁵⁵ku⁵⁵lu⁵¹	11524 6483 11526	i r t + i r t + i r t	tɕ uk ⁵⁵ + k u ⁵⁵ + l u ⁵¹
7008	Maru	owl	314	puk³¹pə̆³¹lui³¹	11524 11530 11526	i r t + i r t + i m r t	p uk ³¹ + p ə̆ ³¹ + lu u ui ³¹
8644	Bola	owl	314	puk³¹pu⁵⁵lui⁵¹	11524 11528 11526	i r t + i r t + i r t	p uk ³¹ + p u ⁵⁵ + l ui ⁵¹
#
2917	Achang_Longchuan	pad	1171	m̥uan³⁵	11545	i r t	m̥ uan ³⁵
7776	Maru	pad	1171	tʃɛ̱̃³⁵	11546	i r t	ˀtʃ ɛ̃∼ ³⁵
9481	Bola	pad	1171	tʃɛ̱̃³⁵	11546	i r t	ˀtʃ ɛ̃∼ ³⁵
#
2250	Achang_Longchuan	pad / cushion	460	ă³¹m̥ɔn³¹	11552 11553	i r t + i r t	ʔ ă ³¹ + m̥ ɔn ³¹
8781	Bola	pad / cushion	460	tʃɛ̃³¹tsai⁵⁵	11556 11557	i r t + i r t	tʃ ɛ̃∼ ³¹ + ts ai ⁵⁵
#
3013	Achang_Longchuan	paddle / row	1272	uaiʔ³¹	11564	i r t	ʔ uaiʔ ³¹
7868	Maru	paddle / row	1272	thauk⁵⁵	11567	i r t	th auk ⁵⁵
9580	Bola	paddle / row	1272	ku̱³⁵	11566	i r t	ˀk u ³⁵
#
1872	Achang_Longchuan	paddy fields	42	ʑɔ⁵⁵	11571	i r t	ʑ ɔ ⁵⁵
6765	Maru	paddy fields	42	jɔ̆³¹thauŋ³⁵	11572 11573	i m r t + i r t	ʔj j jɔ̆ ³¹ + th auŋ ³⁵
8391	Bola	paddy fields	42	ji³¹thauŋ³⁵	11572 11573	i m r t + i r t	ʔj j ji ³¹ + th auŋ ³⁵
#
2545	Achang_Longchuan	page	787	tʂap⁵⁵	11584	i r t	tʂ ap ⁵⁵
7421	Maru	page	787	khjɛʔ⁵⁵	11585	i m r t	khj j jɛʔ ⁵⁵
9100	Bola	page	787	khjɛʔ⁵⁵	11585	i r t	khj ɛʔ ⁵⁵
#
7294	Maru	pain / agony	1859	phau³⁵	11597	i r t	ph au ³⁵
8958	Bola	pain / agony	1859	kji̱³⁵	11593	i m r t	ˀkj j ji ³⁵
#
2387	Achang_Longchuan	painting	604	xua³⁵	11602	i r t	x ua ³⁵
7262	Maru	painting	604	xua³⁵	11606	i m r t	xu u ua ³⁵
8923	Bola	painting	604	pju⁵⁵la̱⁵⁵	11605 11604	i m r t + i r t	pj j ju ⁵⁵ + ˀl a ⁵⁵
#
3454	Achang_Longchuan	pair (of rabbits)	1738	tɕɔm³¹	11611	i r t	tɕ ɔm ³¹
8322	Maru	pair (of rabbits)	1738	tsam⁵⁵	11611	i r t	ts am ⁵⁵
10048	Bola	pair (of rabbits)	1738	tsam³⁵	11611	i r t	ts am ³⁵
#
2555	Achang_Longchuan	pair (of shoes)	797	tɕɔm³¹	11611	i r t	tɕ ɔm ³¹
7431	Maru	pair (of shoes)	797	tsam⁵⁵	11611	i r t	ts am ⁵⁵
9110	Bola	pair (of shoes)	797	tsam³⁵	11611	i r t	ts am ³⁵
#
2026	Achang_Longchuan	pal / partner	212	tʂo⁵⁵tʂhaŋ⁵¹	11627 11628	i r t + i r t	tʂ o ⁵⁵ + tʂʰ aŋ ⁵¹
6912	Maru	pal / partner	212	pjiŋ³¹tshɔ̆³⁵	11631 11628	i m r t + i r t	pj j jiŋ ³¹ + tsh ɔ̆ ³⁵
8549	Bola	pal / partner	212	pjɔn⁵⁵tʃhɔ̃³⁵	11631 11628	i m r t + i r t	pj j jɔn ⁵⁵ + tʃh ɔ̃∼ ³⁵
#
2234	Achang_Longchuan	pants / trousers	442	l̥ɔ³¹	11642	i r t	l̥ ɔ ³¹
7119	Maru	pants / trousers	442	lɔ̱³⁵	11642	i r t	ˀl ɔ ³⁵
8766	Bola	pants / trousers	442	la̱³⁵	11642	i r t	ˀl a ³⁵
#
2389	Achang_Longchuan	paper	606	lai³¹tseʔ⁵⁵	11651 11652	i r t + i r t	l ai ³¹ + ts eʔ ⁵⁵
7264	Maru	paper	606	muk³¹suk⁵⁵	11653 11654	i r t + i r t	m uk ³¹ + s uk ⁵⁵
8925	Bola	paper	606	mau³¹sau³¹	11653 11654	i r t + i r t	m au ³¹ + s au ³¹
#
3462	Achang_Longchuan	parcel / sack (of things)	1746	tɕhet⁵⁵	10729	i r t	tɕʰ et ⁵⁵
8330	Maru	parcel / sack (of things)	1746	ka̱k⁵⁵	11671	i r t	ˀk ak ⁵⁵
10056	Bola	parcel / sack (of things)	1746	ka̱k⁵⁵	11671	i r t	ˀk ak ⁵⁵
#
3335	Achang_Longchuan	pare / peel with a knife	1614	pha³¹	11679	i r t	pʰ a ³¹
8196	Maru	pare / peel with a knife	1614	tshum³¹	11680	i r t	tsh um ³¹
9924	Bola	pare / peel with a knife	1614	tʃhɔn⁵⁵	11680	i r t	tʃh ɔn ⁵⁵
#
2128	Achang_Longchuan	parrot	323	luk⁵⁵tɕu³⁵	11687 11688	i r t + i r t	l uk ⁵⁵ + tɕ u ³⁵
7014	Maru	parrot	323	khauŋ³¹tʃik³¹	11690 11691	i r t + i r t	kh auŋ ³¹ + tʃ ik ³¹
8651	Bola	parrot	323	khauŋ³⁵ tʃɿ³¹	11690 11691	i r t + i r t	kh auŋ ³⁵ + tʃ ɿ ³¹
#
7296	Maru	part / portion / share	647	mə̆³¹tu̱³⁵	11701 11702	i r t + i r t	m ə̆ ³¹ + ˀt u ³⁵
8962	Bola	part / portion / share	647	kɛ̃⁵⁵pam⁵⁵	17751 8081	i r t + i r t	k ɛ̃∼ ⁵⁵ + p am ⁵⁵
#
3068	Achang_Longchuan	pass / go by	1339	te³⁵	11710	i r t	t e ³⁵
7925	Maru	pass / go by	1339	lai³¹	7187	i r t	l ai ³¹
9645	Bola	pass / go by	1339	lai³¹la⁵⁵	7187 11712	i r t + i r t	l ai ³¹ + l a ⁵⁵
#
2497	Achang_Longchuan	past, in the	734	ku³¹ȵen³¹	12341 11721	i r t + i r t	k u ³¹ + ȵ en ³¹
7373	Maru	past, in the	734	xək⁵⁵phjɔ̃³¹tə̆³¹pa³¹	910 11723 3675 5270	i r t + i m r t + i r t + i r t	x ək ⁵⁵ + phj j jɔ̃∼ ³¹ + t ə̆ ³¹ + p a ³¹
9047	Bola	past, in the	734	tə̆³¹pui⁵⁵	3675 5270	i r t + i r t	t ə̆ ³¹ + p ui ⁵⁵
#
3288	Achang_Longchuan	paste / stick / glue	1562	thap³⁵	11737	i r t	tʰ ap ³⁵
8147	Maru	paste / stick / glue	1562	tɛ̱ʔ⁵⁵	11737	i r t	ˀt ɛʔ ⁵⁵
9873	Bola	paste / stick / glue	1562	tɛ̱ʔ⁵⁵	11737	i r t	ˀt ɛʔ ⁵⁵
12014	Old_Burmese	paste / stick / glue	1562	kap	11737	i r t	k ap ⁴
#
2816	Achang_Longchuan	patch (clothing)	1062	phɔ⁵⁵	11746	i r t	pʰ ɔ ⁵⁵
7676	Maru	patch (clothing)	1062	khjap⁵⁵	11747	i m r t	khj j jap ⁵⁵
9377	Bola	patch (clothing)	1062	pha⁵⁵	11746	i r t	ph a ⁵⁵
12069	Old_Burmese	patch (clothing)	1062	pha	11746	i r t	ph a ²²
#
3449	Achang_Longchuan	patch (of ground / field)	1733	tʂap⁵⁵	11755	i r t	tʂ ap ⁵⁵
8317	Maru	patch (of ground / field)	1733	luŋ³⁵	2996	i r t	l uŋ ³⁵
10043	Bola	patch (of ground / field)	1733	khjɔ̃³⁵	11756	i r t	khj ɔ̃∼ ³⁵
#
2010	Achang_Longchuan	patient	194	tʂo⁵⁵xə³¹	11763 11764	i r t + i r t	tʂ o ⁵⁵ + x ə ³¹
6895	Maru	patient	194	nɔ³¹pju³¹	11765 3518	i r t + i m r t	n ɔ ³¹ + pj j ju ³¹
8532	Bola	patient	194	na⁵⁵pju⁵⁵	11765 3518	i r t + i m r t	n a ⁵⁵ + pj j ju ⁵⁵
#
3172	Achang_Longchuan	pave / lay	1450	m̥ɔ³¹	11776	i r t	m̥ ɔ ³¹
8031	Maru	pave / lay	1450	ja̱uŋ⁵⁵	11778	i m r t	ʔj j jauŋ ⁵⁵
9755	Bola	pave / lay	1450	mju̱ŋ³⁵	11776	i m r t	ˀmj j juŋ ³⁵
#
2200	Achang_Longchuan	pea	404	phu³¹kʐam³⁵	7377 11785	i r t + i m r t	pʰ u ³¹ + kʐ ʐ ʐam ³⁵
7087	Maru	pea	404	van³⁵tu³¹	16756 11786	i r t + i r t	v an ³⁵ + t u ³¹
8730	Bola	pea	404	van³⁵tu³¹	16756 11786	i r t + i r t	v an ³⁵ + t u ³¹
#
2197	Achang_Longchuan	pea / bean	401	kă³¹tsheʔ³¹	11800 11801	i r t + i r t	k ă ³¹ + tsʰ eʔ ³¹
7084	Maru	pea / bean	401	nauk³¹	15473	i r t	n auk ³¹
8727	Bola	pea / bean	401	nauʔ³¹	15473	i r t	n auʔ ³¹
11855	Old_Burmese	pea / bean	401	payḥ	7377	i r t	p aj ⁵⁵
#
2169	Achang_Longchuan	peach	368	ʂə³¹om³¹	11809 11810	i r t + i r t	ʂ ə ³¹ + ʔ om ³¹
7054	Maru	peach	368	ʃĭ³⁵xam³⁵	11809 11810	i r t + i r t	ʃ ĭ ³⁵ + x am ³⁵
#
2131	Achang_Longchuan	peacock	326	luk³¹ʑuŋ⁵⁵	11821 11822	i r t + i r t	l uk ³¹ + ʑ uŋ ⁵⁵
8654	Bola	peacock	326	tə̆³¹kjauʔ⁵⁵	11825 11826	i r t + i m r t	t ə̆ ³¹ + kj j jauʔ ⁵⁵
#
2201	Achang_Longchuan	peanut	405	thu⁵⁵lin⁵⁵	11833 5781	i r t + i r t	tʰ u ⁵⁵ + l in ⁵⁵
7088	Maru	peanut	405	mjik³¹nauk³¹	5245 15473	i m r t + i r t	mj j jik ³¹ + n auk ³¹
8731	Bola	peanut	405	məi⁵⁵nauʔ³¹	5245 15473	i r t + i r t	m əi ⁵⁵ + n auʔ ³¹
12042	Old_Burmese	peanut	405	mliy◦payḥ	5245 7377	i m r t + i r t	ml l ləj ²² + p aj ⁵⁵
#
2170	Achang_Longchuan	pear	369	maʔ³¹kɔʔ³¹	11850 11851	i r t + i r t	m aʔ ³¹ + k ɔʔ ³¹
7055	Maru	pear	369	ʃĭ³⁵phaunŋ³⁵	11809 11853	i r t + i r t	ʃ ĭ ³⁵ + ph aunŋ ³⁵
#
1995	Achang_Longchuan	peasant	176	nuŋ³¹min³¹	11865 11866	i r t + i r t	n uŋ ³¹ + m in ³¹
6882	Maru	peasant	176	nuŋ³¹mjin³¹	11865 11866	i r t + i m r t	n uŋ ³¹ + mj j jin ³¹
8516	Bola	peasant	176	xa³⁵ta³¹xa³⁵ʃauʔ⁵⁵pju⁵⁵	11867 4178 11873 11874 11875	i r t + i r t + i r t + i r t + i m r t	x a ³⁵ + t a ³¹ + x a ³⁵ + ʃ auʔ ⁵⁵ + pj j ju ⁵⁵
#
3411	Achang_Longchuan	peck at (rice; of a chicken)	1694	sak³⁵	11885	i r t	s ak ³⁵
8276	Maru	peck at (rice; of a chicken)	1694	thø³⁵	11886	i r t	th ø ³⁵
10003	Bola	peck at (rice; of a chicken)	1694	thø³⁵	11886	i r t	th ø ³⁵
#
2802	Achang_Longchuan	peel off (paint)	1046	tɕe⁵⁵	11893	i r t	tɕ e ⁵⁵
7666	Maru	peel off (paint)	1046	kjat³¹	11895	i m r t	kj j jat ³¹
9362	Bola	peel off (paint)	1046	kjɔt³¹	11895	i m r t	kj j jɔt ³¹
#
2263	Achang_Longchuan	pen (chicken)	474	kuaʔ⁵⁵kok⁵⁵	11901 11902	i r t + i r t	k uaʔ ⁵⁵ + k ok ⁵⁵
7147	Maru	pen (chicken)	474	ɣɔʔ³¹khap⁵⁵	11901 11906	i r t + i r t	ɣ ɔʔ ³¹ + kh ap ⁵⁵
8795	Bola	pen (chicken)	474	ɣaʔ³¹kju̱³⁵	11901 11904	i r t + i m r t	ɣ aʔ ³¹ + ˀkj j ju ³⁵
#
2390	Achang_Longchuan	pen (writing instrument)	607	piʔ³¹	11916	i r t	p iʔ ³¹
7265	Maru	pen (writing instrument)	607	pi⁵¹	11916	i r t	p i ⁵¹
8926	Bola	pen (writing instrument)	607	piʔ³¹	11916	i r t	p iʔ ³¹
#
2995	Achang_Longchuan	pen in (sheep)	1254	l̥ɔŋ³⁵	11928	i r t	l̥ ɔŋ ³⁵
7851	Maru	pen in (sheep)	1254	mji̱k⁵⁵	564	i m r t	ˀmj j jik ⁵⁵
9560	Bola	pen in (sheep)	1254	la̱uŋ³⁵	11928	i r t	ˀl auŋ ³⁵
#
2192	Achang_Longchuan	pepper (hot) / chili	395	phik⁵⁵	11939	i r t	pʰ ik ⁵⁵
7079	Maru	pepper (hot) / chili	395	tʃhɔ̃³⁵phjak⁵⁵	7103 11939	i r t + i m r t	tʃh ɔ̃∼ ³⁵ + phj j jak ⁵⁵
8721	Bola	pepper (hot) / chili	395	tʃhɔ̃³⁵phjak⁵⁵	7103 11939	i r t + i m r t	tʃh ɔ̃∼ ³⁵ + phj j jak ⁵⁵
#
3104	Achang_Longchuan	peppery	1378	tshek⁵⁵	8326	i r t	tsʰ ek ⁵⁵
7962	Maru	peppery	1378	phjak⁵⁵	8326	i m r t	phj j jak ⁵⁵
9684	Bola	peppery	1378	phjak⁵⁵	8326	i m r t	phj j jak ⁵⁵
#
3373	Achang_Longchuan	permit / allow	1654	tʂun⁵⁵	11962	i r t	tʂ un ⁵⁵
8235	Maru	permit / allow	1654	ɣat³¹	11963	i r t	ɣ at ³¹
9963	Bola	permit / allow	1654	kɔ̱t⁵⁵nɔ̱̃⁵⁵	11963 11964	i r t + i r t	ˀk ɔt ⁵⁵ + ˀn ɔ̃∼ ⁵⁵
#
2172	Achang_Longchuan	persimmon	371	maʔ³¹xo³⁵liŋ⁵⁵	11971 1405 11973	i r t + i r t + i r t	m aʔ ³¹ + x o ³⁵ + l iŋ ⁵⁵
