# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	CROSSIDS	TMP_STRUCTURE	TMP_TOKENS
2124	Achang_Longchuan	bat	319	uaŋ⁵⁵liaŋ³¹	907 908	i r t + i m r t	ʔ uaŋ ⁵⁵ + li i iaŋ ³¹
7011	Maru	bat	319	phɔʔ⁵⁵xək⁵⁵	7500 910	i r t + i r t	ph ɔʔ ⁵⁵ + x ək ⁵⁵
8648	Bola	bat	319	phaʔ⁵⁵xəi³¹	7500 910	i r t + i r t	ph aʔ ⁵⁵ + x əi ³¹
12024	Old_Burmese	bat	319	laṅḥ◦nuiw	908 755	i r t + i r t	l aŋ ⁵⁵ + n əw ²²
#
3236	Achang_Longchuan	be	1513	ȵ̥eʔ⁵⁵	924	i r t	ȵ̥ eʔ ⁵⁵
8095	Maru	be	1513	ŋat³¹	924	i r t	ŋ at ³¹
9821	Bola	be	1513	ŋɔt⁵⁵	924	i r t	ŋ ɔt ⁵⁵
#
3375	Achang_Longchuan	be (in the house)	1656	ni⁵⁵	932	i r t	n i ⁵⁵
8237	Maru	be (in the house)	1656	na³¹	932	i r t	n a ³¹
9965	Bola	be (in the house)	1656	ŋji⁵⁵	932	i m r t	ŋj j ji ⁵⁵
#
2273	Achang_Longchuan	beam (of building)	483	pau⁵⁵liaŋ³¹	1252 940	i r t + i m r t	p au ⁵⁵ + li i iaŋ ³¹
7157	Maru	beam (of building)	483	khãu³¹	941	i r t	kh ãu∼ ³¹
8805	Bola	beam (of building)	483	khauŋ⁵⁵	941	i r t	kh auŋ ⁵⁵
#
2199	Achang_Longchuan	bean (broad)	403	thu³¹təʔ⁵⁵	948 949	i r t + i r t	tʰ u ³¹ + t əʔ ⁵⁵
7086	Maru	bean (broad)	403	tshan³¹tu³⁵	953 948	i r t + i r t	tsh an ³¹ + t u ³⁵
8729	Bola	bean (broad)	403	tshan³¹tu³¹	951 948	i r t + i r t	tsh an ³¹ + t u ³¹
#
2106	Achang_Longchuan	bear	294	ɔm⁵⁵	964	i r t	ʔ ɔm ⁵⁵
6994	Maru	bear	294	vɛ̃³¹	964	i r t	v ɛ̃∼ ³¹
8628	Bola	bear	294	vɛ̃⁵⁵	964	i r t	v ɛ̃∼ ⁵⁵
11929	Old_Burmese	bear	294	wam	964	i r t	w am ²²
#
3060	Achang_Longchuan	bear (fruit)	1330	ʂə³¹	974	i r t	ʂ ə ³¹
7918	Maru	bear (fruit)	1330	ʃi³⁵	974	i r t	ʃ i ³⁵
9637	Bola	bear (fruit)	1330	tui³¹	974	i r t	t ui ³¹
12072	Old_Burmese	bear (fruit)	1330	siḥ	974	i r t	s i ⁵⁵
#
8433	Bola	beard	86	nɔ̱t⁵⁵mø³¹	986 985	i r t + i r t	ˀn ɔt ⁵⁵ + m ø ³¹
#
1910	Achang_Longchuan	beard / moustache / goatee	85	ȵ̥ot⁵⁵mui³¹	9557 993	i r t + i r t	ȵ̥ ot ⁵⁵ + m ui ³¹
6803	Maru	beard / moustache / goatee	85	na̱t⁵⁵mɔi³¹	9557 993	i r t + i r t	ˀn at ⁵⁵ + m ɔi ³¹
8432	Bola	beard / moustache / goatee	85	nɔ̱t⁵⁵mø³¹	9557 993	i r t + i r t	ˀn ɔt ⁵⁵ + m ø ³¹
#
2869	Achang_Longchuan	beat / thump	1121	pat³⁵	6069	i r t	p at ³⁵
7729	Maru	beat / thump	1121	pɛʔ³¹	6069	i r t	p ɛʔ ³¹
9435	Bola	beat / thump	1121	pɛʔ³¹	6069	i r t	p ɛʔ ³¹
#
2726	Achang_Longchuan	beautiful	965	tɔm³⁵	1015	i r t	t ɔm ³⁵
7596	Maru	beautiful	965	jauŋ⁵⁵	1024	i m r t	ʔj j jauŋ ⁵⁵
9280	Bola	beautiful	965	jauŋ³⁵	1024	i m r t	ʔj j jauŋ ³⁵
12036	Old_Burmese	beautiful	965	lhaʔ	1018	i r t	l̥ a ⁵³
#
2756	Achang_Longchuan	beautiful / pleasant to the eyes	996	en³¹tɕi⁵⁵	1024 1025	i r t + i r t	ʔ en ³¹ + tɕ i ⁵⁵
7626	Maru	beautiful / pleasant to the eyes	996	jauŋ⁵⁵	1024	i m r t	ʔj j jauŋ ⁵⁵
9312	Bola	beautiful / pleasant to the eyes	996	u³⁵jauŋ³⁵	1027 1024	i r t + i m r t	ʔ u ³⁵ + ʔj j jauŋ ³⁵
#
3167	Achang_Longchuan	become worn through (clothing)	1444	tɔŋ³¹	1036	i r t	t ɔŋ ³¹
8025	Maru	become worn through (clothing)	1444	tʃat³¹	1037	i r t	tʃ at ³¹
9750	Bola	become worn through (clothing)	1444	tʃak³¹	1037	i r t	tʃ ak ³¹
#
2281	Achang_Longchuan	bed	491	ku³⁵	1044	i r t	k u ³⁵
12096	Old_Burmese	bed	491	kham◦taṅ	1046 2360	i r t + i r t	kh am ²² + t aŋ ²²
#
2138	Achang_Longchuan	bedbug	333	phă³¹tɕhek³⁵	1053 1054	i r t + i r t	pʰ ă ³¹ + tɕʰ ek ³⁵
8660	Bola	bedbug	333	kə̆³¹pɛʔ³¹	1056 1053	i r t + i r t	k ə̆ ³¹ + p ɛʔ ³¹
#
2150	Achang_Longchuan	bee	346	tʂua³¹ɕaŋ³¹	1064 1065	i r t + i r t	tʂ ua ³¹ + ɕ aŋ ³¹
7035	Maru	bee	346	pjɔ̆³⁵jɔ̃³¹	1066 1065	i m r t + i m r t	pj j jɔ̆ ³⁵ + ʔj j jɔ̃∼ ³¹
8672	Bola	bee	346	pja³¹	1066	i m r t	pj j ja ³¹
#
3272	Achang_Longchuan	beg (for food)	1547	m̥ɔʔ⁵⁵	19211	i r t	m̥ ɔʔ ⁵⁵
8131	Maru	beg (for food)	1547	kjam⁵⁵	1080	i m r t	kj j jam ⁵⁵
9857	Bola	beg (for food)	1547	phi³⁵	1079	i r t	ph i ³⁵
#
2007	Achang_Longchuan	beggar	191	tɕam³¹mɔʔ⁵⁵	1084 1085	i r t + i r t	tɕ am ³¹ + m ɔʔ ⁵⁵
6892	Maru	beggar	191	mɔ³⁵phji³¹	1085 1086	i r t + i m r t	m ɔ ³⁵ + phj j ji ³¹
8529	Bola	beggar	191	mɔ³⁵phi³¹	1085 1086	i r t + i r t	m ɔ ³⁵ + ph i ³¹
#
12048	Old_Burmese	belch	1146	kruiwʔ	1103	i m r t	kr r rəw ⁵³
#
3328	Achang_Longchuan	believe / trust	1606	jom³⁵	1107	i m r t	ʔj j jom ³⁵
8189	Maru	believe / trust	1606	tʃaŋ⁵⁵	1108	i r t	tʃ aŋ ⁵⁵
9917	Bola	believe / trust	1606	lam³¹tʃaŋ³⁵	1109 1108	i r t + i r t	l am ³¹ + tʃ aŋ ³⁵
#
2405	Achang_Longchuan	bell	623	tɕhu⁵⁵	1116	i r t	tɕʰ u ⁵⁵
7278	Maru	bell	623	tʃu̱³¹	1116	i r t	ˀtʃ u ³¹
8941	Bola	bell	623	tʃu̱⁵⁵	1116	i r t	ˀtʃ u ⁵⁵
12029	Old_Burmese	bell	623	khyu	1117	i m r t	khj j ju ²²
#
1919	Achang_Longchuan	belly	95	ɔm³¹tau³¹	1127 1128	i r t + i r t	ʔ ɔm ³¹ + t au ³¹
6812	Maru	belly	95	vẽ³⁵tuk³¹	1127 1128	i r t + i r t	v ẽ∼ ³⁵ + t uk ³¹
8442	Bola	belly	95	vɛ³¹tau³¹	1127 1128	i r t + i r t	v ɛ ³¹ + t au ³¹
11613	Old_Burmese	belly	95	buik	1129	i r t	p ək ⁴
#
2342	Achang_Longchuan	bellyband	553	m̥ʐaŋ³¹tui³¹thep³⁵	8278 1141 1142	i m r t + i r t + i r t	m̥ʐ ʐ ʐaŋ ³¹ + t ui ³¹ + tʰ ep ³⁵
8874	Bola	bellyband	553	mjɔ̃³¹tu³⁵tai³¹	8278 1145 1141	i m r t + i r t + i r t	mj j jɔ̃∼ ³¹ + t u ³⁵ + t ai ³¹
#
2457	Achang_Longchuan	below / under	686	a³¹the⁵¹	18065 1153	i r t + i r t	ʔ a ³¹ + tʰ e ⁵¹
7328	Maru	below / under	686	ɔ³¹mɛ³¹	18065 1154	i r t + i r t	ʔ ɔ ³¹ + m ɛ ³¹
8998	Bola	below / under	686	a³¹a⁵⁵	18065 1155	i r t + i r t	ʔ a ³¹ + ʔ a ⁵⁵
11834	Old_Burmese	below / under	686	o₂k	1156	i r t	ʔ ʊk ⁴
#
2239	Achang_Longchuan	belt / girdle	447	tɕu⁵⁵ve³¹tshe³¹	1163 1164 1165	i r t + i r t + i r t	tɕ u ⁵⁵ + v e ³¹ + tsʰ e ³¹
7124	Maru	belt / girdle	447	phjik⁵⁵tʃhui³¹	345 1169	i m r t + i m r t	phj j jik ⁵⁵ + tʃhu u ui ³¹
#
3307	Achang_Longchuan	bend	1582	khok⁵⁵	1175	i r t	kʰ ok ⁵⁵
8167	Maru	bend	1582	lɔ̱ʔ⁵⁵kɔ̱i³¹	1175 1179	i r t + i r t	ˀl ɔʔ ⁵⁵ + ˀk ɔi ³¹
9893	Bola	bend	1582	la̱ʔ⁵⁵ŋa̱uʔ⁵⁵	1175 1177	i r t + i r t	ˀl aʔ ⁵⁵ + ˀŋ auʔ ⁵⁵
#
2888	Achang_Longchuan	bet	1141	se³⁵kam³⁵	1189 1190	i r t + i r t	s e ³⁵ + k am ³⁵
#
2638	Achang_Longchuan	big / large	879	kʐə³¹	1197	i m r t	kʐ ʐ ʐə ³¹
7513	Maru	big / large	879	ɣə³⁵	1198	i r t	ɣ ə ³⁵
9193	Bola	big / large	879	kɔ̱³⁵	1197	i r t	ˀk ɔ ³⁵
11614	Old_Burmese	big / large	879	kriḥ	1197	i m r t	kr r ri ⁵⁵
#
7416	Maru	billion	782	ji³⁵	1207	i m r t	ʔj j ji ³⁵
9095	Bola	billion	782	ji³⁵	1207	i m r t	ʔj j ji ³⁵
#
2798	Achang_Longchuan	bind / tie up	1043	toi³¹	13796	i r t	t oi ³¹
7662	Maru	bind / tie up	1043	tɔ̱i³⁵	13796	i r t	ˀt ɔi ³⁵
9358	Bola	bind / tie up	1043	mjak³¹	1216	i m r t	mj j jak ³¹
12007	Old_Burmese	bind / tie up	1043	cañḥ	2088	i r t	tɕ aɲ ⁵⁵
12008	Old_Burmese	bind / tie up	1043	nho₂ṅ	1218	i r t	n̥ ʊŋ ²²
#
2117	Achang_Longchuan	bird	308	m̥ɔʔ⁵⁵	1225	i r t	m̥ ɔʔ ⁵⁵
7004	Maru	bird	308	ŋɔ̱ʔ⁵⁵	1225	i r t	ˀŋ ɔʔ ⁵⁵
8639	Bola	bird	308	ŋa̱ʔ⁵⁵	1225	i r t	ˀŋ aʔ ⁵⁵
11615	Old_Burmese	bird	308	ṅhak	1225	i r t	ŋ̊ ak ⁴
#
3228	Achang_Longchuan	birth, give to	1505	tiak³⁵	1234	i m r t	ti i iak ³⁵
8087	Maru	birth, give to	1505	ɣɔ⁵⁵	1235	i r t	ɣ ɔ ⁵⁵
9813	Bola	birth, give to	1505	ɣa³⁵	1235	i r t	ɣ a ³⁵
#
3322	Achang_Longchuan	birth, give to (piglets)	1598	tiak³⁵	1242	i m r t	ti i iak ³⁵
8182	Maru	birth, give to (piglets)	1598	ɣɔ⁵⁵	1244	i r t	ɣ ɔ ⁵⁵
9909	Bola	birth, give to (piglets)	1598	a̱p⁵⁵	1243	i r t	ʔ ap ⁵⁵
#
8953	Bola	birthday	639	tʃhaʔ⁵⁵phjɔt⁵⁵pui⁵⁵	10826 15220 1252	i r t + i m r t + i r t	tʃh aʔ ⁵⁵ + phj j jɔt ⁵⁵ + p ui ⁵⁵
#
3354	Achang_Longchuan	bite	1634	pan³¹	1264	i r t	p an ³¹
8215	Maru	bite	1634	pəŋ³⁵	1264	i r t	p əŋ ³⁵
9943	Bola	bite	1634	pɛ̃³¹	1264	i r t	p ɛ̃∼ ³¹
11616	Old_Burmese	bite	1634	khayḥ	1266	i r t	kh aj ⁵⁵
#
2925	Achang_Longchuan	bite (mosquito)	1178	pan³¹	1264	i r t	p an ³¹
7783	Maru	bite (mosquito)	1178	pɛ̱ʔ⁵⁵	1275	i r t	ˀp ɛʔ ⁵⁵
9489	Bola	bite (mosquito)	1178	pɛ̃³¹	1264	i r t	p ɛ̃∼ ³¹
#
2740	Achang_Longchuan	bitter	978	xɔ³¹	1281	i r t	x ɔ ³¹
7610	Maru	bitter	978	khɔ³⁵	1281	i r t	kh ɔ ³⁵
9294	Bola	bitter	978	kha³⁵	1281	i r t	kh a ³⁵
12073	Old_Burmese	bitter	978	khaḥ	1281	i r t	kh a ⁵⁵
#
2674	Achang_Longchuan	black	914	lɔk⁵⁵	1290	i r t	l ɔk ⁵⁵
7548	Maru	black	914	nɔʔ³¹	1291	i r t	n ɔʔ ³¹
9229	Bola	black	914	naʔ³¹	1291	i r t	n aʔ ³¹
11617	Old_Burmese	black	914	nak	1291	i r t	n ak ⁴
#
2003	Achang_Longchuan	blacksmith	184	ʂam⁵⁵pat⁵⁵tʂo⁵⁵	8762 16155 1301	i r t + i r t + i r t	ʂ am ⁵⁵ + p at ⁵⁵ + tʂ o ⁵⁵
6889	Maru	blacksmith	184	thɛ³¹tʃaŋ³⁵	1301 1303	i r t + i r t	th ɛ ³¹ + tʃ aŋ ³⁵
8524	Bola	blacksmith	184	thɛ³¹tʃaŋ³⁵	1301 1303	i r t + i r t	th ɛ ³¹ + tʃ aŋ ³⁵
#
1968	Achang_Longchuan	bladder	148	li⁵⁵puʔ⁵⁵	1316 1317	i r t + i r t	l i ⁵⁵ + p uʔ ⁵⁵
6854	Maru	bladder	148	tʃik³¹pauŋ³⁵	1318 1317	i r t + i r t	tʃ ik ³¹ + p auŋ ³⁵
8488	Bola	bladder	148	tʃɔt³¹pauŋ³¹	1318 1317	i r t + i r t	tʃ ɔt ³¹ + p auŋ ³¹
#
2546	Achang_Longchuan	blade (of grass)	788	khʐəŋ⁵⁵	17179	i m r t	kʰʐ ʐ ʐəŋ ⁵⁵
7422	Maru	blade (of grass)	788	khɛʔ⁵⁵	1332	i r t	kh ɛʔ ⁵⁵
9101	Bola	blade (of grass)	788	khɛʔ⁵⁵	1332	i r t	kh ɛʔ ⁵⁵
#
2247	Achang_Longchuan	blanket (felt)	457	mi⁵⁵phaʔ³¹tʂuaŋ³⁵	717 1340 1341	i r t + i r t + i r t	m i ⁵⁵ + pʰ aʔ ³¹ + tʂ uaŋ ³⁵
8778	Bola	blanket (felt)	457	sau³¹kau⁵⁵	1593 1343	i r t + i r t	s au ³¹ + k au ⁵⁵
#
2014	Achang_Longchuan	blind person	200	ȵɔʔ⁵⁵tset⁵⁵	5677 1353	i r t + i r t	ȵ ɔʔ ⁵⁵ + ts et ⁵⁵
6901	Maru	blind person	200	mjɔʔ³¹tʃik³¹	5677 1353	i m r t + i r t	mj j jɔʔ ³¹ + tʃ ik ³¹
8537	Bola	blind person	200	mjaʔ³¹tʃɔt³¹	5677 1353	i m r t + i r t	mj j jaʔ ³¹ + tʃ ɔt ³¹
12085	Old_Burmese	blind person	200	aʔ◦kanḥ	14991 1355	i r t + i r t	ʔ a ⁵³ + k an ⁵⁵
#
3320	Achang_Longchuan	blind, be	1596	tset⁵⁵	1369	i r t	ts et ⁵⁵
8180	Maru	blind, be	1596	tʃik⁵⁵	1369	i r t	tʃ ik ⁵⁵
9907	Bola	blind, be	1596	tʃɔt³¹	1369	i r t	tʃ ɔt ³¹
12106	Old_Burmese	blind, be	1596	kanḥ	9738	i r t	k an ⁵⁵
#
8242	Maru	blink / wink	1661	tɔi³¹	1378	i r t	t ɔi ³¹
9970	Bola	blink / wink	1661	lap³¹	1377	i r t	l ap ³¹
12052	Old_Burmese	blink / wink	1661	mhit	1379	i r t	m̥ it ⁴
#
2779	Achang_Longchuan	blissful	1020	ɕin³⁵fuʔ³¹	1385 1386	i r t + i r t	ɕ in ³⁵ + f uʔ ³¹
7644	Maru	blissful	1020	ŋɔn³⁵	12355	i r t	ŋ ɔn ³⁵
9336	Bola	blissful	1020	ŋɔn³⁵ŋø⁵⁵	12355 1388	i r t + i r t	ŋ ɔn ³⁵ + ŋ ø ⁵⁵
#
3387	Achang_Longchuan	bloated, feel (of the stomach)	1669	phuʔ³¹	1394	i r t	pʰ uʔ ³¹
8250	Maru	bloated, feel (of the stomach)	1669	ta̱ŋ³⁵	1396	i r t	ˀt aŋ ³⁵
9978	Bola	bloated, feel (of the stomach)	1669	ta̱ŋ³⁵	1396	i r t	ˀt aŋ ³⁵
#
2902	Achang_Longchuan	block (the wind)	1156	khʐuaʔ⁵⁵	1402	i m r t	kʰʐ ʐ ʐuaʔ ⁵⁵
7761	Maru	block (the wind)	1156	kɔ³¹	1405	i r t	k ɔ ³¹
9467	Bola	block (the wind)	1156	la̱m⁵⁵	1404	i r t	ˀl am ⁵⁵
#
3079	Achang_Longchuan	block / obstruct	1349	ʐa³⁵	1410	i r t	ʐ a ³⁵
7935	Maru	block / obstruct	1349	tʃɛ̱ʔ⁵⁵	1413	i r t	ˀtʃ ɛʔ ⁵⁵
9655	Bola	block / obstruct	1349	ɣɛ̃³⁵	1412	i r t	ɣ ɛ̃∼ ³⁵
#
2934	Achang_Longchuan	block up / plug	1187	ət³⁵	1417	i r t	ʔ ət ³⁵
7791	Maru	block up / plug	1187	tʃi̱k⁵⁵	1418	i r t	ˀtʃ ik ⁵⁵
9498	Bola	block up / plug	1187	tshau³⁵	1418	i r t	tsh au ³⁵
#
1949	Achang_Longchuan	blood	127	sui³¹	1426	i r t	s ui ³¹
6837	Maru	blood	127	sa³⁵	1426	i r t	s a ³⁵
8470	Bola	blood	127	sui³⁵	1426	i r t	s ui ³⁵
11618	Old_Burmese	blood	127	suyḥ	1426	i r t	s uj ⁵⁵
#
3082	Achang_Longchuan	blossom (of flowers)	1353	pɔŋ³⁵	1435	i r t	p ɔŋ ³⁵
7938	Maru	blossom (of flowers)	1353	pu⁵⁵	1435	i r t	p u ⁵⁵
9659	Bola	blossom (of flowers)	1353	pɔ³⁵	1435	i r t	p ɔ ³⁵
#
3340	Achang_Longchuan	blow (one's nose)	1619	xʐauʔ³⁵	1442	i m r t	xʐ ʐ ʐauʔ ³⁵
8201	Maru	blow (one's nose)	1619	khjuk⁵⁵	1443	i m r t	khj j juk ⁵⁵
9929	Bola	blow (one's nose)	1619	khju³⁵	1443	i r t	khj u ³⁵
11619	Old_Burmese	blow (one's nose)	1619	tuik	1444	i r t	t ək ⁴
#
2867	Achang_Longchuan	blow (the trumpet)	1119	m̥ut⁵⁵	1468	i r t	m̥ ut ⁵⁵
7727	Maru	blow (the trumpet)	1119	mat³¹	1468	i r t	m at ³¹
9433	Bola	blow (the trumpet)	1119	mɔt³¹	1468	i r t	m ɔt ³¹
#
2991	Achang_Longchuan	blow (wind)	1250	lɔ⁵⁵	3466	i r t	l ɔ ⁵⁵
7847	Maru	blow (wind)	1250	lɔ³¹	3466	i r t	l ɔ ³¹
9556	Bola	blow (wind)	1250	la⁵⁵	3466	i r t	l a ⁵⁵
#
2868	Achang_Longchuan	blow away (a speck of dust)	1120	m̥ut⁵⁵	1468	i r t	m̥ ut ⁵⁵
7728	Maru	blow away (a speck of dust)	1120	mat³¹	1468	i r t	m at ³¹
9434	Bola	blow away (a speck of dust)	1120	mɔt³¹	1468	i r t	m ɔt ³¹
#
2679	Achang_Longchuan	blue	919	sɔm³¹	1476	i r t	s ɔm ³¹
7553	Maru	blue	919	ŋjuk³¹	7414	i m r t	ŋj j juk ³¹
9234	Bola	blue	919	ŋjuŋ⁵⁵	7414	i m r t	ŋj j juŋ ⁵⁵
11936	Old_Burmese	blue	919	pra	2160	i m r t	pr r ra ²²
#
2690	Achang_Longchuan	blunt / dull	930	təm³⁵	1485	i r t	t əm ³⁵
7564	Maru	blunt / dull	930	tam³⁵	1485	i r t	t am ³⁵
9245	Bola	blunt / dull	930	a³¹thaʔ⁵⁵	9371 11237	i r t + i r t	ʔ a ³¹ + th aʔ ⁵⁵
11872	Old_Burmese	blunt / dull	930	tumḥ	1485	i r t	t um ⁵⁵
#
2083	Achang_Longchuan	boar	270	oʔ⁵⁵lɔ³¹	12085 2065	i r t + i r t	ʔ oʔ ⁵⁵ + l ɔ ³¹
6972	Maru	boar	270	vɔʔ³¹lɔ³⁵	12085 2065	i r t + i r t	v ɔʔ ³¹ + l ɔ ³⁵
8604	Bola	boar	270	vaʔ³¹tʃhaʔ⁵⁵	12085 1499	i r t + i r t	v aʔ ³¹ + tʃh aʔ ⁵⁵
#
2107	Achang_Longchuan	boar (wild)	295	mu⁵⁵thən³⁵	1511 1512	i r t + i r t	m u ⁵⁵ + tʰ ən ³⁵
6995	Maru	boar (wild)	295	vɔʔ³¹tʃauŋ³¹	12085 1512	i r t + i r t	v ɔʔ ³¹ + tʃ auŋ ³¹
8629	Bola	boar (wild)	295	vaʔ³¹tʃauŋ⁵⁵	12085 1512	i r t + i r t	v aʔ ³¹ + tʃ auŋ ⁵⁵
#
2349	Achang_Longchuan	boat / ship	564	xə⁵⁵	1526	i r t	x ə ⁵⁵
7230	Maru	boat / ship	564	la̱³¹	1527	i r t	ˀl a ³¹
8884	Bola	boat / ship	564	pa̱u⁵⁵	13020	i r t	ˀp au ⁵⁵
11947	Old_Burmese	boat / ship	564	lhiy	1527	i r t	l̥ əj ²²
#
1897	Achang_Longchuan	body	72	a³¹tu³¹	14991 4515	i r t + i r t	ʔ a ³¹ + t u ³¹
6791	Maru	body	72	kauŋ³¹tau³⁵	1545 4515	i r t + i r t	k auŋ ³¹ + t au ³⁵
8419	Bola	body	72	kauŋ⁵⁵tɔʔ³¹	1545 1546	i r t + i r t	k auŋ ⁵⁵ + t ɔʔ ³¹
#
3081	Achang_Longchuan	boiling, be (water)	1352	su⁵⁵	1556	i r t	s u ⁵⁵
7937	Maru	boiling, be (water)	1352	tsa̱u³¹	1556	i r t	ˀts au ³¹
9658	Bola	boiling, be (water)	1352	tsu̱⁵⁵	1556	i r t	ˀts u ⁵⁵
#
2561	Achang_Longchuan	bolt (of cloth)	803	təŋ³¹	13749	i r t	t əŋ ³¹
7437	Maru	bolt (of cloth)	803	taŋ³⁵	13749	i r t	t aŋ ³⁵
9116	Bola	bolt (of cloth)	803	luŋ³¹	1565	i r t	l uŋ ³¹
#
3252	Achang_Longchuan	bolt (the door)	1528	ɕau³¹	1570	i r t	ɕ au ³¹
8111	Maru	bolt (the door)	1528	kjɔ̱̃⁵⁵	1571	i m r t	ˀkj j jɔ̃∼ ⁵⁵
9837	Bola	bolt (the door)	1528	tu̱i³⁵	1572	i r t	ˀt ui ³⁵
#
1953	Achang_Longchuan	bone	131	a³¹ʐau³¹	1578 1579	i r t + i r t	ʔ a ³¹ + ʐ au ³¹
6841	Maru	bone	131	ʃŏ³⁵ɣuk⁵⁵	1579 1582	i r t + i r t	ʃ ŏ ³⁵ + ɣ uk ⁵⁵
11620	Old_Burmese	bone	131	ruiwḥ	1579	i r t	r əw ⁵⁵
#
2388	Achang_Longchuan	book	605	a³¹pʐo⁵⁵	14991 1593	i r t + i m r t	ʔ a ³¹ + pʐ ʐ ʐo ⁵⁵
7263	Maru	book	605	muk³¹suk⁵⁵	11653 1593	i r t + i r t	m uk ³¹ + s uk ⁵⁵
8924	Bola	book	605	mau³¹sau³¹	11653 1593	i r t + i r t	m au ³¹ + s au ³¹
#
3413	Achang_Longchuan	bore / drill (a hole)	1696	lan³⁵	1612	i r t	l an ³⁵
8278	Maru	bore / drill (a hole)	1696	vɔ̃³¹	5577	i r t	v ɔ̃∼ ³¹
10005	Bola	bore / drill (a hole)	1696	kja̱uŋ³⁵	1614	i m r t	ˀkj j jauŋ ³⁵
#
2759	Achang_Longchuan	bored	999	mən³⁵	1621	i r t	m ən ³⁵
9315	Bola	bored	999	saʔ⁵⁵tshau³⁵	1626 5155	i r t + i r t	s aʔ ⁵⁵ + tsh au ³⁵
#
3063	Achang_Longchuan	borrow (money)	1333	m̥ɔ³¹	1631	i r t	m̥ ɔ ³¹
7920	Maru	borrow (money)	1333	tʃi̱k⁵⁵	1632	i r t	ˀtʃ ik ⁵⁵
9640	Bola	borrow (money)	1333	tʃɿ̄³⁵	1632	i r t	tʃ ɿ̄ ³⁵
12077	Old_Burmese	borrow (money)	1333	khyiyḥ	13851	i m r t	khj j jəj ⁵⁵
12078	Old_Burmese	borrow (money)	1333	ṅhaḥ	1642	i r t	ŋ̊ a ⁵⁵
#
3064	Achang_Longchuan	borrow (tools)	1334	m̥ɔ³¹	1641	i r t	m̥ ɔ ³¹
7921	Maru	borrow (tools)	1334	ŋɔ̱³⁵	1642	i r t	ˀŋ ɔ ³⁵
9641	Bola	borrow (tools)	1334	ŋa̱³⁵	1642	i r t	ˀŋ a ³⁵
#
2781	Achang_Longchuan	bothersome / disagreeable	1024	tsit⁵⁵	1649	i r t	ts it ⁵⁵
9339	Bola	bothersome / disagreeable	1024	u³⁵phat⁵⁵nau³¹	1651 1652 1653	i r t + i r t + i r t	ʔ u ³⁵ + ph at ⁵⁵ + n au ³¹
#
7189	Maru	bottle	521	ta̱u³⁵	1656	i r t	ˀt au ³⁵
8841	Bola	bottle	521	tau³⁵	1656	i r t	t au ³⁵
#
2571	Achang_Longchuan	bottle (of wine)	814	tauʔ³¹	1663	i r t	t auʔ ³¹
7447	Maru	bottle (of wine)	814	tau³⁵	1663	i r t	t au ³⁵
9127	Bola	bottle (of wine)	814	ta̱u³⁵	1663	i r t	ˀt au ³⁵
#
2447	Achang_Longchuan	boundary line / demarcation line	675	xuaŋ³¹	1672	i r t	x uaŋ ³¹
8987	Bola	boundary line / demarcation line	675	a³¹kja̱⁵⁵	1674 1673	i r t + i m r t	ʔ a ³¹ + ˀkj j ja ⁵⁵
#
2379	Achang_Longchuan	bow (for arrow)	595	kaŋ³⁵	1681	i r t	k aŋ ³⁵
7255	Maru	bow (for arrow)	595	la³⁵	1682	i r t	l a ³⁵
8915	Bola	bow (for arrow)	595	li³¹	1682	i r t	l i ³¹
11939	Old_Burmese	bow (for arrow)	595	liyḥ	1682	i r t	l əj ⁵⁵
#
2306	Achang_Longchuan	bowl	518	tɕɔ³¹xoʔ⁵⁵	1691 1692	i r t + i r t	tɕ ɔ ³¹ + x oʔ ⁵⁵
7186	Maru	bowl	518	khuk⁵⁵	1692	i r t	kh uk ⁵⁵
8838	Bola	bowl	518	khɔʔ⁵⁵	1692	i r t	kh ɔʔ ⁵⁵
#
2552	Achang_Longchuan	bowl (of cooked rice)	794	xoʔ⁵⁵	1692	i r t	x oʔ ⁵⁵
7428	Maru	bowl (of cooked rice)	794	khuk⁵⁵	1692	i r t	kh uk ⁵⁵
9107	Bola	bowl (of cooked rice)	794	khɔʔ⁵⁵	1692	i r t	kh ɔʔ ⁵⁵
#
3458	Achang_Longchuan	bowl (of tobacco)	1742	tset⁵⁵	1710	i r t	ts et ⁵⁵
8326	Maru	bowl (of tobacco)	1742	thauŋ³¹	1711	i r t	th auŋ ³¹
10052	Bola	bowl (of tobacco)	1742	thauŋ⁵⁵	1711	i r t	th auŋ ⁵⁵
#
2284	Achang_Longchuan	box / case	494	əp³⁵	1719	i r t	ʔ əp ³⁵
7167	Maru	box / case	494	phan³⁵xɔ⁵¹	1721 1722	i r t + i r t	ph an ³⁵ + x ɔ ⁵¹
8815	Bola	box / case	494	phan³¹xɔ⁵¹	1721 1722	i r t + i r t	ph an ³¹ + x ɔ ⁵¹
#
2246	Achang_Longchuan	bracelet	456	lɔʔ⁵⁵lum³¹	6143 1730	i r t + i r t	l ɔʔ ⁵⁵ + l um ³¹
7131	Maru	bracelet	456	lɔʔ³¹thaŋ³⁵	6143 1731	i r t + i r t	l ɔʔ ³¹ + th aŋ ³⁵
